country,year,total_energy_twh,per_capita_energy_kwh,renewable_share_pct,fossil_dependency_pct,industrial_energy_pct,household_energy_pct,carbon_emissions_mt,energy_price,renewable_ratio,fossil_ratio,other_sector_pct,pollution_score,green_dominance
Australia,2013,2237.08,44821.89,59.89,14.07,40.2,23.83,1826.24,0.46,0.60,0.14,35.97,0.8163,4.29
UK,2018,7122.97,662.42,47.31,22.52,47.28,10.98,50.64,0.37,0.47,0.23,41.74,0.0071,2.04
China,2009,9356.94,46733.74,82.32,57.47,46.72,16.71,2535.32,0.37,0.82,0.57,36.57,0.2710,1.44
Brazil,2014,5695.46,7304.24,63.98,20.89,40.96,33.56,2125.43,0.2,0.64,0.21,25.48,0.3732,3.05
USA,2003,6153.2,2476.35,37.46,17.48,49.48,32,2686.88,0.33,0.37,0.17,18.52,0.4367,2.18
Canada,2022,782.43,3241.73,25.28,20.75,39.65,15.65,3590.8,0.38,0.25,0.21,44.70,4.5893,1.19
USA,2001,8658.32,17771.35,11.04,14.33,59.86,11.14,1452.79,0.32,0.11,0.14,29.00,0.1678,0.79
Germany,2002,2925.93,31229.8,19.06,27.59,21.96,18.86,2551.04,0.38,0.19,0.28,59.18,0.8719,0.68
Japan,2006,6189.01,20414.4,89.38,28.98,37.73,33.85,1304.27,0.32,0.89,0.29,28.42,0.2107,3.07
USA,2022,9793.21,1764.94,39.58,44.9,35.88,38.15,2323.77,0.49,0.40,0.45,25.97,0.2373,0.89
Germany,2015,5995.48,24085.89,81.39,40.71,50.81,27.19,1755.47,0.27,0.81,0.41,22.00,0.2928,1.98
Australia,2009,7274.62,22385.47,19.5,43.16,27.63,12.73,1876.75,0.06,0.20,0.43,59.64,0.2580,0.47
Australia,2018,4508.66,37964.04,41.16,53.12,37.36,25.06,2917.84,0.12,0.41,0.53,37.58,0.6472,0.77
Russia,2016,697.62,14340.84,86.64,26.17,47.92,39.96,3463.57,0.48,0.87,0.26,12.12,4.9648,3.35
USA,2018,7996.23,11267.79,12.75,19.43,44.13,38.16,112.66,0.26,0.13,0.19,17.71,0.0141,0.68
Canada,2004,446.49,13168.98,55.49,71.52,41.8,39.8,4389.37,0.1,0.55,0.72,18.40,9.8308,0.76
USA,2022,7036.51,15535.12,83.13,54.38,37.4,30.98,1853.46,0.12,0.83,0.54,31.62,0.2634,1.54
Canada,2019,326.92,30158.66,85.72,14.25,50.08,22.78,3235.87,0.06,0.86,0.14,27.14,9.8980,6.14
India,2012,8636.82,23840.51,76.91,77.27,45.86,36.79,655.84,0.15,0.77,0.77,17.35,0.0759,1.00
Russia,2012,1660.6,17176.28,77.75,58.51,54.99,36.86,2878.71,0.49,0.78,0.59,8.15,1.7335,1.32
India,2010,5191.29,19028.55,60.44,20.62,49.32,14.33,3408.37,0.2,0.60,0.21,36.35,0.6566,2.86
USA,2010,6011.79,18860.72,23.74,77.84,25.62,33.26,829.32,0.16,0.24,0.78,41.12,0.1379,0.31
Russia,2015,4629.7,48634.13,67.11,35.58,44.78,37.58,4565.17,0.35,0.67,0.36,17.64,0.9861,1.86
India,2014,3473.56,12033.35,88.16,78.92,21.78,36.96,3799.46,0.35,0.88,0.79,41.26,1.0938,1.11
China,2016,4731.36,40994.05,49.7,17.23,35.49,31.21,2692.9,0.49,0.50,0.17,33.30,0.5692,2.94
USA,2021,3183.02,35556.44,27.16,21.2,36.48,26.12,872.03,0.38,0.27,0.21,37.40,0.2740,1.29
India,2017,4437.41,775.72,53.75,56.02,54.2,33.3,4334.48,0.1,0.54,0.56,12.50,0.9768,0.96
China,2018,3653.24,49662.22,63.7,11.55,27.21,25.48,389.7,0.49,0.64,0.12,47.31,0.1067,5.33
China,2003,5705.43,37943.75,22.7,11.31,45.74,19.64,620.1,0.39,0.23,0.11,34.62,0.1087,2.09
Australia,2021,2455.45,34281.25,66.13,65.44,27.7,17.77,3505.96,0.17,0.66,0.65,54.53,1.4278,1.02
USA,2021,9887.7,20563.57,54.93,21.74,57.95,26.22,1306.61,0.17,0.55,0.22,15.83,0.1321,2.50
China,2022,5058.61,27982.55,57.05,74.32,41.18,23.68,2323.62,0.48,0.57,0.74,35.14,0.4593,0.77
Australia,2004,2022.2,13036.91,31.01,39.81,48.33,25.73,2717.61,0.14,0.31,0.40,25.94,1.3439,0.78
India,2006,4822.96,2256.43,18.2,71.16,45.86,17.82,2318.26,0.15,0.18,0.71,36.32,0.4807,0.25
Germany,2001,8677.51,41883.07,57.99,39.24,32.15,27.72,465.27,0.21,0.58,0.39,40.13,0.0536,1.49
USA,2000,315.89,44875.98,54.83,47.12,56.05,29.86,3700.5,0.36,0.55,0.47,14.09,11.7145,1.17
Russia,2011,6827.59,8542.3,33.73,32.16,45.09,34.21,1237.95,0.24,0.34,0.32,20.70,0.1813,1.06
Canada,2009,5524.88,39459.28,30.15,56.07,40.41,27.7,3705.73,0.19,0.30,0.56,31.89,0.6707,0.54
Canada,2007,1778.62,37187.06,34.52,32.27,41.13,32.68,4333.19,0.17,0.35,0.32,26.19,2.4363,1.09
India,2000,8193.02,9329.56,46.64,25.62,55.63,15.08,2705.05,0.11,0.47,0.26,29.29,0.3302,1.81
UK,2011,3751.96,21380.53,87.86,15.67,22.36,13.63,3546.56,0.3,0.88,0.16,64.01,0.9453,5.50
UK,2001,3008.64,21426.52,69.9,14.04,35.56,15.39,232.84,0.17,0.70,0.14,49.05,0.0774,5.00
India,2009,8298.44,38118.23,77.4,31.42,53.67,35.39,231.9,0.2,0.77,0.31,10.94,0.0279,2.48
China,2021,6421.4,41964.21,47.98,61.55,21.5,26.68,1025.95,0.05,0.48,0.62,51.82,0.1598,0.77
USA,2016,8992.76,5191.37,49.72,24.39,45.57,23.66,1824,0.29,0.50,0.24,30.77,0.2028,2.08
Canada,2002,6335.85,28366.98,22.37,30.95,36.13,32.86,954.78,0.36,0.22,0.31,31.01,0.1507,0.71
Canada,2006,7434.09,38206.55,66.29,73.36,28.18,13.72,3193.05,0.47,0.66,0.73,58.10,0.4295,0.90
China,2011,8380.81,39416.43,40.83,54.74,44.46,10.19,1420.59,0.14,0.41,0.55,45.35,0.1695,0.75
Canada,2007,641.92,7825.68,68.11,74.38,53.24,19.33,4236.47,0.46,0.68,0.74,27.43,6.5997,0.92
Russia,2019,7782.88,26512.5,39.77,73.79,38.69,17.47,2824.99,0.21,0.40,0.74,43.84,0.3630,0.54
USA,2011,6175.69,42949.16,14.22,14.44,25.87,19.22,1921.49,0.41,0.14,0.14,54.91,0.3111,1.00
Japan,2002,788.13,16266.67,19.71,76.85,32.25,39.21,4470.74,0.45,0.20,0.77,28.54,5.6726,0.26
Canada,2016,5134.92,21543.29,73.98,13.58,59.25,27.03,4150.4,0.48,0.74,0.14,13.72,0.8083,5.29
India,2008,916.33,40315.75,26.98,74.79,24.44,27.67,4109.17,0.2,0.27,0.75,47.89,4.4844,0.36
Russia,2009,7385.88,4921.32,27.47,48.27,26.43,29.67,3655.34,0.17,0.27,0.48,43.90,0.4949,0.56
Canada,2021,5510.37,43044.92,84,47.32,59.61,21.93,3090.36,0.25,0.84,0.47,18.46,0.5608,1.79
Russia,2005,9540.38,15902.26,60.9,59.93,55.28,39.37,1865.78,0.3,0.61,0.60,5.35,0.1956,1.02
Australia,2024,1913.04,571.79,14.72,71.54,48.29,39.2,2141.87,0.36,0.15,0.72,12.51,1.1196,0.21
Japan,2000,6099.73,12090.88,17.2,53.19,26.04,33.08,3253.26,0.36,0.17,0.53,40.88,0.5333,0.32
Brazil,2021,2194.66,4930.28,28.15,39.78,29.62,16.35,905.71,0.1,0.28,0.40,54.03,0.4127,0.70
India,2011,6179.24,5073.05,55.49,17.83,27.21,36.41,4147.68,0.33,0.55,0.18,36.38,0.6712,3.06
India,2004,7254.23,34795.37,68.99,65.24,45.24,13.03,4696.42,0.13,0.69,0.65,41.73,0.6474,1.06
USA,2012,7250.81,11091.83,28.33,18.98,35.95,28.9,535.04,0.37,0.28,0.19,35.15,0.0738,1.47
Russia,2014,8169.23,46769.75,79,60.85,21.91,23.72,161.16,0.49,0.79,0.61,54.37,0.0197,1.30
China,2021,8550.15,26064.01,14.28,46.95,31.65,11.18,756.37,0.4,0.14,0.47,57.17,0.0885,0.30
India,2010,864.99,23274.86,22.65,37.01,54.43,37.12,3811.52,0.36,0.23,0.37,8.45,4.4064,0.62
Russia,2007,3498.34,21997.03,87.49,52.91,51.84,38.83,583.74,0.08,0.87,0.53,9.33,0.1669,1.64
Russia,2004,6902.51,34783.09,16.45,64.06,45.72,37.22,1892.64,0.13,0.16,0.64,17.06,0.2742,0.25
Germany,2001,5036,22887.01,80.49,75.88,23.42,15.77,362.46,0.21,0.80,0.76,60.81,0.0720,1.05
Germany,2011,1987.69,6865.72,64.83,28.53,55.31,19.99,2191.16,0.47,0.65,0.29,24.70,1.1024,2.24
Brazil,2001,5571.82,44068.52,11.21,76.3,41.38,38.67,3039.1,0.2,0.11,0.76,19.95,0.5454,0.14
Australia,2015,4133.61,21705.57,46.12,77.27,39.78,13.19,3161.12,0.42,0.46,0.77,47.03,0.7647,0.60
Brazil,2020,3961.38,4163.23,49.11,66.95,57.36,27.5,2618.63,0.1,0.49,0.67,15.14,0.6610,0.73
Canada,2002,8116.56,26703.62,84.23,71.7,20.35,24.57,4693.63,0.35,0.84,0.72,55.08,0.5783,1.17
China,2009,4135.22,32543.67,40.79,58.47,42.24,14.56,2679.13,0.4,0.41,0.58,43.20,0.6479,0.71
Canada,2018,361.9,14141.33,42.97,12.74,51.65,36.6,4303.23,0.29,0.43,0.13,11.75,11.8907,3.31
UK,2007,674.83,40116.85,14.56,50.26,22.55,14.02,4965.48,0.4,0.15,0.50,63.43,7.3581,0.30
Canada,2006,8576.82,33653.9,59.33,62.3,34.29,27.78,1187.24,0.38,0.59,0.62,37.93,0.1384,0.95
USA,2000,9609.95,32691.89,22.93,75.92,59.1,19.55,1364.4,0.26,0.23,0.76,21.35,0.1420,0.30
Canada,2011,6915.25,21330.84,11.59,49.93,28.47,22.54,2633.25,0.44,0.12,0.50,48.99,0.3808,0.24
Brazil,2004,3707.25,48114.81,89.74,65.59,41.25,16.34,952.77,0.2,0.90,0.66,42.41,0.2570,1.36
India,2015,9392.14,14072.36,27.92,59.35,49.84,28.74,2842.42,0.24,0.28,0.59,21.42,0.3026,0.47
India,2024,6661.75,29096.42,16.99,29.66,35.61,39.66,3437.73,0.29,0.17,0.30,24.73,0.5160,0.57
Germany,2003,8458.9,15798.23,64.46,20.83,36.31,35.01,348.97,0.11,0.64,0.21,28.68,0.0413,3.05
China,2016,7681.94,37367.84,74.84,62.56,22.53,30.5,3422.9,0.28,0.75,0.63,46.97,0.4456,1.19
China,2023,3853.48,2865.68,10.45,26.36,27.6,32.69,839.36,0.2,0.10,0.26,39.71,0.2178,0.38
USA,2020,4839.15,2771.75,13.96,27.13,55.22,35.18,1531.63,0.17,0.14,0.27,9.60,0.3165,0.52
Brazil,2001,1942.71,40637.62,12.66,55.08,52.73,24.18,3707.11,0.31,0.13,0.55,23.09,1.9082,0.24
Germany,2011,2990.94,21996.27,8.99,65.23,32.19,27.01,859.77,0.2,0.09,0.65,40.80,0.2875,0.14
UK,2000,7803.44,17388.41,61.05,50.76,35.27,36.86,2681.83,0.43,0.61,0.51,27.87,0.3437,1.20
China,2011,8950.39,30572.58,55.01,71.95,37.62,30.88,2966.42,0.23,0.55,0.72,31.50,0.3314,0.76
India,2011,7272.16,35244.02,61.34,24.8,33.84,14.08,863.57,0.24,0.61,0.25,52.08,0.1188,2.44
Canada,2011,4705.22,10459.47,47.98,27.67,46.16,33.39,1410.17,0.49,0.48,0.28,20.45,0.2997,1.71
Canada,2018,956.44,9678.85,74.49,54.59,20.51,10.68,3052,0.2,0.74,0.55,68.81,3.1910,1.35
Germany,2024,663.78,47928.46,51.47,68.06,55.21,35.43,2332.93,0.11,0.51,0.68,9.36,3.5146,0.75
Brazil,2016,3805.82,29688.38,83.09,47.75,32.03,33.65,3316.91,0.44,0.83,0.48,34.32,0.8715,1.73
Brazil,2019,4691.84,19810.77,46.28,10.73,54.89,34.92,4280.85,0.46,0.46,0.11,10.19,0.9124,4.18
Australia,2023,6130.29,40171.36,72.21,57.39,38.18,10.71,718.42,0.15,0.72,0.57,51.11,0.1172,1.26
Japan,2023,164.25,26495.37,39.63,66.95,51.05,39.17,399.63,0.45,0.40,0.67,9.78,2.4331,0.60
China,2010,9898.26,12462.31,41.99,29.36,53.03,28.42,3350.3,0.27,0.42,0.29,18.55,0.3385,1.45
Brazil,2012,3702.99,10733.4,77.16,13.79,32.05,34,3864.69,0.07,0.77,0.14,33.95,1.0437,5.50
India,2007,8496.14,20144.53,14.15,46.26,45.61,27,2274.07,0.3,0.14,0.46,27.39,0.2677,0.30
Germany,2009,5396.17,43064.85,53.02,12.95,44.3,20.19,1999.85,0.43,0.53,0.13,35.51,0.3706,4.08
UK,2007,1391.35,3541.67,66.74,39.12,39.04,18.88,3004.02,0.23,0.67,0.39,42.08,2.1591,1.72
Australia,2019,7995.9,11317.04,68.79,11.25,38.78,12.1,2779.7,0.3,0.69,0.11,49.12,0.3476,6.27
Russia,2007,7127.29,44711.02,55.28,25.75,32.21,26.28,2476.34,0.11,0.55,0.26,41.51,0.3474,2.12
USA,2008,5321.62,6525.86,43.09,37.22,32.41,14.31,4102.59,0.43,0.43,0.37,53.28,0.7709,1.16
UK,2006,5194.08,31666.47,27.17,17.82,41.93,27.03,908.83,0.1,0.27,0.18,31.04,0.1750,1.50
Russia,2013,966.05,11068.81,82.3,17.99,21.29,28.75,3421.98,0.09,0.82,0.18,49.96,3.5422,4.56
Canada,2001,6592.9,30490.41,36.43,67.89,57.35,23.26,3719.63,0.47,0.36,0.68,19.39,0.5642,0.53
USA,2024,9121.33,19463.66,72.91,12.9,46,14.69,4511.44,0.44,0.73,0.13,39.31,0.4946,5.62
China,2010,1023.12,5533.01,7.69,58.23,37.74,22.98,4728.25,0.31,0.08,0.58,39.28,4.6214,0.14
India,2007,2708.76,29332.52,24.73,67.01,22.47,36.36,2563.93,0.1,0.25,0.67,41.17,0.9465,0.37
USA,2012,9032.85,34310.62,34.37,19.15,45.2,23.74,2196.52,0.3,0.34,0.19,31.06,0.2432,1.79
Japan,2020,2915,34173.49,62.08,23.68,20.71,20.28,2544.35,0.46,0.62,0.24,59.01,0.8728,2.58
Russia,2014,6574.04,32033.2,32.14,54.9,47.19,28.89,3676.27,0.33,0.32,0.55,23.92,0.5592,0.58
China,2002,5394.7,25261.13,8.52,32.1,22.9,28.57,135,0.14,0.09,0.32,48.53,0.0250,0.28
Japan,2022,6003.64,26213.89,19.78,43.35,46.24,12.72,912.01,0.46,0.20,0.43,41.04,0.1519,0.47
Canada,2013,4216.31,31964.19,27.03,68.52,36.24,17.09,4542.95,0.44,0.27,0.69,46.67,1.0775,0.39
Japan,2014,3069.92,34667.84,19.96,19.66,46.51,24.83,1017.4,0.3,0.20,0.20,28.66,0.3314,1.00
Australia,2001,580.48,32916.4,22.32,53.38,25.54,20.99,1180.99,0.43,0.22,0.53,53.47,2.0345,0.42
Australia,2018,7468.38,29553.81,70.36,75.97,24.7,19.6,4700.35,0.08,0.70,0.76,55.70,0.6294,0.92
Germany,2011,7486.33,8214.03,40.02,14.02,29.9,23.37,1506.69,0.26,0.40,0.14,46.73,0.2013,2.86
UK,2024,6740.18,10925.52,39.44,14.2,36.46,18.71,1487.69,0.13,0.39,0.14,44.83,0.2207,2.79
UK,2019,6471.97,13381.09,87.16,48.83,30.12,20.42,4622.36,0.43,0.87,0.49,49.46,0.7142,1.78
China,2003,2512.8,46023.25,42.97,77.21,23.28,33.21,1906.66,0.49,0.43,0.77,43.51,0.7588,0.56
Canada,2002,321.21,38090.06,83.85,25.43,33,25.31,2495.01,0.47,0.84,0.25,41.69,7.7675,3.36
Brazil,2004,8106.28,27866.91,30.42,33.16,48.23,36.19,2824.02,0.28,0.30,0.33,15.58,0.3484,0.91
Australia,2002,4962.27,12976.82,39.05,16.91,43.32,38.46,4348,0.28,0.39,0.17,18.22,0.8762,2.29
China,2024,3137.7,5989.13,38.68,35.36,58.53,37.66,433.98,0.46,0.39,0.35,3.81,0.1383,1.11
Brazil,2014,1109.13,44988.58,51.42,13.1,37.44,17.61,1341.24,0.37,0.51,0.13,44.95,1.2093,3.92
UK,2018,720.94,44686.97,54.66,37.24,33.31,24.19,2955.69,0.08,0.55,0.37,42.50,4.0998,1.49
Germany,2001,3553.78,5979.43,26.09,48.88,47.75,26.05,2201.33,0.11,0.26,0.49,26.20,0.6194,0.53
Japan,2011,8066.9,39962.22,72.45,78.25,36.48,35.57,1427.49,0.48,0.72,0.78,27.95,0.1770,0.92
Australia,2004,9195.37,22608.93,47.2,67.29,44.73,26.77,2077.73,0.21,0.47,0.67,28.50,0.2260,0.70
China,2021,8977.84,16536.36,5.6,67.54,57.85,17.58,4832.9,0.13,0.06,0.68,24.57,0.5383,0.09
USA,2016,9208.01,37085.67,55.26,25.97,39.97,26.43,154.11,0.38,0.55,0.26,33.60,0.0167,2.12
Brazil,2013,9086.48,30909.31,72.84,16.11,39.93,11.33,777.52,0.45,0.73,0.16,48.74,0.0856,4.56
Japan,2021,5319.53,39111.49,26.29,52.22,51.01,35.02,142.34,0.14,0.26,0.52,13.97,0.0268,0.50
Australia,2009,2272.21,4179.28,8.22,46.48,50.24,26.98,2987.31,0.16,0.08,0.46,22.78,1.3147,0.17
UK,2002,8000.66,16270.06,73.61,46.16,40.65,29.55,114.04,0.45,0.74,0.46,29.80,0.0143,1.61
Canada,2003,2215.76,16306.18,87.98,17.63,22.59,16.03,2297.38,0.06,0.88,0.18,61.38,1.0368,4.89
Brazil,2005,2745.35,16822.78,11.51,44.57,59.23,26.74,4303.02,0.46,0.12,0.45,14.03,1.5674,0.27
UK,2023,2409.22,25372.75,84.73,20.52,35.09,25.92,531.16,0.07,0.85,0.21,38.99,0.2205,4.05
Australia,2024,5198.33,14509.18,35.54,39.55,32.67,28.59,1857.61,0.09,0.36,0.40,38.74,0.3573,0.90
Brazil,2021,3286.09,22496.99,85.02,14.35,59.26,35.42,1921.09,0.44,0.85,0.14,5.32,0.5846,6.07
Japan,2015,1626.14,18704.99,60.15,69.98,54.89,32.94,1843.16,0.16,0.60,0.70,12.17,1.1335,0.86
Australia,2006,4586.42,36897.15,80.67,10.92,33.21,26.41,3650.94,0.15,0.81,0.11,40.38,0.7960,7.36
Russia,2014,8751.68,30373.29,71.8,75.75,32.33,36.8,71.83,0.43,0.72,0.76,30.87,0.0082,0.95
China,2020,5748.47,32854.66,7.38,70.4,48.84,20.75,3910.83,0.29,0.07,0.70,30.41,0.6803,0.10
Japan,2024,8795.52,10923.9,10.56,62.68,33.37,24.78,4203.25,0.21,0.11,0.63,41.85,0.4779,0.17
Brazil,2019,2039.13,16612.36,49.69,78.78,30.06,29.48,2185.74,0.37,0.50,0.79,40.46,1.0719,0.63
Canada,2010,1753.04,1547.69,16.02,13.77,59.19,23.22,4441.43,0.41,0.16,0.14,17.59,2.5336,1.14
UK,2021,5798.21,5864.55,44.19,54.91,42.63,20.84,1936.14,0.44,0.44,0.55,36.53,0.3339,0.80
USA,2020,4686.96,13620.18,86.14,69.45,50.5,13.37,3488.88,0.1,0.86,0.69,36.13,0.7444,1.25
UK,2000,6635.71,3740.45,30.05,18.86,48.52,29.08,1974.68,0.31,0.30,0.19,22.40,0.2976,1.58
Brazil,2004,7966.81,30330.3,46.56,50.93,50.22,15.78,237.32,0.36,0.47,0.51,34.00,0.0298,0.92
UK,2012,7537.94,49907.44,37.66,37.57,56.14,14.15,462.96,0.1,0.38,0.38,29.71,0.0614,1.00
China,2020,9428.39,5490.35,58.54,40.51,40.03,15.46,2238.14,0.32,0.59,0.41,44.51,0.2374,1.44
Australia,2013,4042.74,41150.9,21.48,73.88,50.14,30.65,4950.98,0.06,0.21,0.74,19.21,1.2247,0.28
USA,2008,2143.23,6381.4,27.09,47.71,51.87,14.15,928.91,0.2,0.27,0.48,33.98,0.4334,0.56
India,2016,5554.04,33660.74,78,16.53,57.86,39.29,4483.13,0.13,0.78,0.17,2.85,0.8072,4.59
Brazil,2014,1196.36,32336.3,73.96,75.61,48.52,32.76,4601,0.3,0.74,0.76,18.72,3.8458,0.97
Germany,2020,2959.63,45184.49,72.08,22.96,55.7,21.78,2077.76,0.14,0.72,0.23,22.52,0.7020,3.13
India,2006,2158.09,6140.31,70.53,72.48,23.8,27.8,2336.04,0.41,0.71,0.72,48.40,1.0825,0.99
UK,2021,4025.98,16114.5,44.05,77.96,25.04,10.23,2538.96,0.1,0.44,0.78,64.73,0.6306,0.56
Brazil,2021,1201.04,4993.6,66.96,71.45,26.33,35.34,3863.51,0.39,0.67,0.71,38.33,3.2168,0.94
Russia,2011,415.23,20665.47,37.91,57.4,25.79,18.14,662.44,0.09,0.38,0.57,56.07,1.5954,0.67
Germany,2022,6602.26,45623.86,13.56,62.05,23.5,12.16,1676.75,0.25,0.14,0.62,64.34,0.2540,0.23
USA,2005,6141.46,39185.4,38.44,58.99,24.9,32.74,894.98,0.36,0.38,0.59,42.36,0.1457,0.64
Canada,2020,7112.75,36283.55,18.49,42.24,59.84,19.89,4398.15,0.12,0.18,0.42,20.27,0.6183,0.43
Russia,2015,6637.83,26884.86,38.22,29.21,30.89,27.03,399.06,0.39,0.38,0.29,42.08,0.0601,1.31
India,2004,1231.52,44232.54,30.28,29.95,39.12,35.32,3751.14,0.48,0.30,0.30,25.56,3.0459,1.00
Australia,2008,2981.68,22747.37,55.93,61.18,52.86,33.28,2226.72,0.22,0.56,0.61,13.86,0.7468,0.92
China,2013,1382.31,7909.44,35.73,53.82,24.73,20.11,3587.29,0.05,0.36,0.54,55.16,2.5951,0.67
Canada,2007,8445.43,41960.47,64.98,50.94,32.69,36.06,4454.98,0.26,0.65,0.51,31.25,0.5275,1.27
Russia,2013,7494.35,14342.1,48.53,55.68,26.37,21.67,1731.33,0.46,0.49,0.56,51.96,0.2310,0.88
Australia,2011,2095.12,3154.86,83.16,64.24,22.5,25,1173.66,0.35,0.83,0.64,52.50,0.5602,1.30
Australia,2009,3478.96,6738.88,12.74,62.38,58.43,28.37,3268.58,0.37,0.13,0.62,13.20,0.9395,0.21
Brazil,2019,9669.49,30648.42,63.46,17.38,54.33,12.13,4987.75,0.41,0.63,0.17,33.54,0.5158,3.71
Russia,2019,5982.18,30550.56,62.15,35.41,55.17,27.91,3661.07,0.46,0.62,0.35,16.92,0.6120,1.77
USA,2020,8031.44,13379.07,85.8,28.48,54.75,27.32,3988.33,0.11,0.86,0.28,17.93,0.4966,3.07
UK,2012,2719.45,36495.42,36.58,47.68,26.18,36.2,3167.79,0.32,0.37,0.48,37.62,1.1649,0.77
Germany,2018,2179.52,38795.19,30.96,14.3,51.4,20.61,1872.51,0.45,0.31,0.14,27.99,0.8591,2.21
Germany,2014,7860.78,46064.88,19.65,63.37,49.11,17.27,3290.49,0.4,0.20,0.63,33.62,0.4186,0.32
India,2007,6890.14,29454.41,27.55,17.46,57.02,24.3,686.32,0.16,0.28,0.17,18.68,0.0996,1.65
India,2022,6841.68,39081.46,47.66,29,28.77,30.62,2469.65,0.44,0.48,0.29,40.61,0.3610,1.66
Germany,2020,5571.08,37778.43,76.21,64.79,36.56,26.86,2886.64,0.18,0.76,0.65,36.58,0.5181,1.17
USA,2009,5679.43,13261.55,29.16,13.61,31.8,14.15,4538.41,0.23,0.29,0.14,54.05,0.7991,2.07
China,2002,7383.41,15856.18,18.41,56.21,30.32,20.44,4602.61,0.13,0.18,0.56,49.24,0.6234,0.32
Japan,2020,2773.02,24184.88,28.13,74.71,46.1,11.91,347.62,0.45,0.28,0.75,41.99,0.1254,0.37
UK,2002,3592.41,1442.43,13.58,53.23,26.56,32.18,3177.81,0.09,0.14,0.53,41.26,0.8846,0.26
China,2004,8729.2,15221.19,83.77,59.89,38.59,36.49,3992.13,0.5,0.84,0.60,24.92,0.4573,1.40
Brazil,2015,3157.77,23957.2,79.17,65.46,45.87,11.37,2705.42,0.2,0.79,0.65,42.76,0.8568,1.22
Japan,2016,5508.46,5849.43,31.22,25.56,25.21,25.76,523.57,0.37,0.31,0.26,49.03,0.0950,1.19
Japan,2005,7056.13,6750.66,25.99,50.67,30.28,26.98,1202.01,0.11,0.26,0.51,42.74,0.1703,0.51
Russia,2019,9999.26,23430.22,81.96,31.63,58.69,23.16,1602.54,0.27,0.82,0.32,18.15,0.1603,2.56
USA,2019,4409.38,36682.77,5.15,27.46,51.82,25.08,3330.86,0.07,0.05,0.27,23.10,0.7554,0.19
USA,2015,4338.12,41770.57,56.05,23.47,47.08,31.31,374.61,0.45,0.56,0.23,21.61,0.0864,2.43
Japan,2023,8441.62,27542.54,82.86,50.98,54.24,24.51,2770.62,0.25,0.83,0.51,21.25,0.3282,1.63
Russia,2001,8074.48,24000.07,48.23,65.62,20.56,37.59,589.23,0.38,0.48,0.66,41.85,0.0730,0.73
UK,2019,7337.65,19521.89,5.25,71.31,20.24,26.23,2005.84,0.45,0.05,0.71,53.53,0.2734,0.07
Japan,2014,4685.97,10050.98,23.6,40,26.16,12.15,2156.5,0.08,0.24,0.40,61.69,0.4602,0.60
Canada,2017,3307,7754.82,83.41,36.1,39.81,38.6,2286.6,0.28,0.83,0.36,21.59,0.6914,2.31
India,2000,6126.43,39698.87,6.45,58.11,42.8,14.4,3568.8,0.14,0.06,0.58,42.80,0.5825,0.10
India,2018,8774.61,23517.83,38.56,64.63,24.55,33.53,451.92,0.08,0.39,0.65,41.92,0.0515,0.60
China,2011,8849.4,39620.85,72.13,27.73,22.89,25.81,1377.8,0.33,0.72,0.28,51.30,0.1557,2.57
Brazil,2007,1174.13,35352.11,76.24,30.81,53.13,32.23,3223.59,0.1,0.76,0.31,14.64,2.7455,2.45
India,2005,4340.67,10097.85,45.6,47.34,38.58,25.4,4720.65,0.27,0.46,0.47,36.02,1.0875,0.98
Australia,2011,4700.75,25760.21,24.76,41.11,59.7,11.77,3122.95,0.14,0.25,0.41,28.53,0.6644,0.61
China,2006,9778.39,22478.82,55.97,59.41,29.17,21.25,4422.66,0.14,0.56,0.59,49.58,0.4523,0.95
India,2017,6812.18,21481.74,27.42,45.31,45.89,28.62,4843.61,0.29,0.27,0.45,25.49,0.7110,0.60
Brazil,2021,4131.74,27357.27,26.7,17.81,52.18,28.87,4425.33,0.3,0.27,0.18,18.95,1.0711,1.50
USA,2013,357.97,49113.05,73.65,21.62,54.91,39.19,4862.42,0.05,0.74,0.22,5.90,13.5833,3.36
USA,2007,5697.31,40738.58,18.11,73.13,32.25,28.19,3896.36,0.28,0.18,0.73,39.56,0.6839,0.25
UK,2023,1051.15,45233.77,5.47,25.92,27.73,18.59,4441.42,0.35,0.05,0.26,53.68,4.2253,0.19
Japan,2019,8361.05,1967.16,33.63,13.51,29.04,11.3,2482.69,0.36,0.34,0.14,59.66,0.2969,2.43
Canada,2021,7549.93,7446.65,46.73,61.2,46.67,33.65,1759.92,0.43,0.47,0.61,19.68,0.2331,0.77
USA,2013,4659.04,4695.8,64.93,57.88,40.89,36.68,4998.57,0.45,0.65,0.58,22.43,1.0729,1.12
Russia,2004,4349.19,13529.93,71.39,52.01,43.96,28.41,533.91,0.33,0.71,0.52,27.63,0.1228,1.37
India,2008,8983.66,22373.68,61.4,45.16,20.82,24.47,4793.08,0.27,0.61,0.45,54.71,0.5335,1.36
Russia,2007,2955.74,32281.64,58.25,77.87,35.64,35.83,2182.83,0.14,0.58,0.78,28.53,0.7385,0.74
Brazil,2001,2565.3,25291.15,61.59,18.39,32.41,17.21,160.8,0.11,0.62,0.18,50.38,0.0627,3.44
USA,2015,9398.05,45207.6,28.08,45.71,54.55,21.96,4024.93,0.32,0.28,0.46,23.49,0.4283,0.61
